TIME,band1,band2,band3,band4,band5
26.0,4820.0005,4300.0005,950.00006,510.00003,160.00002
26.099999994039536,4270.0005,4280.0005,840.00006,550.00006,150.00002
26.19999998807907,5420.0005,4580.0005,1000.00006,570.00006,130.00002
26.30000001192093,5320.0005,4270.0005,860.00006,570.00006,160.00002
26.400000005960464,5090.0005,4390.0005,770.00006,570.00006,180.00002
26.5,6680.0005,6210.0005,900.00006,620.00006,240.00002
26.599999994039536,9640.001,8410.001,1890.0001,1110.0001,370.00003
26.69999998807907,8740.001,8920.001,1520.0001,790.00006,380.00003
26.80000001192093,9000.001,7900.0005,1710.0001,1120.0001,540.00006
26.900000005960464,9580.001,9400.001,1960.0001,1420.0001,440.00003
27.0,9390.001,8880.001,1940.0001,1330.0001,390.00003
27.099999994039536,9110.001,8230.001,1830.0001,1130.0001,470.00003
27.19999998807907,7780.0005,6920.0005,1450.0001,1020.00006,210.00002
27.30000001192093,8830.001,9850.001,2210.0002,1590.0001,430.00003
27.400000005960464,7590.0005,7610.0005,1520.0001,1110.0001,360.00003
27.5,7760.0005,7530.0005,1720.0001,1170.0001,390.00003
27.599999994039536,8440.001,8470.001,1790.0001,1290.0001,450.00003
27.69999998807907,8150.0005,8230.001,1830.0001,1070.0001,430.00003
27.80000001192093,7200.0005,7050.0005,1400.0001,1060.0001,320.00003
27.900000005960464,7970.0005,7590.0005,1480.0001,1030.0001,320.00003
28.0,7740.0005,7190.0005,1510.0001,940.00006,480.00003
28.099999994039536,7060.0005,7630.0005,1460.0001,1050.0001,350.00003
28.19999998807907,6210.0005,5660.0005,1370.0001,700.00006,220.00002
28.30000001192093,6260.0005,5680.0005,1400.0001,920.00006,430.00003
28.400000005960464,7070.0005,6620.0005,1780.0001,960.00006,360.00003
28.5,7980.0005,8680.001,1720.0001,1110.0001,400.00003
28.599999994039536,7800.0005,8180.0005,1900.0001,1260.0001,500.00003
28.69999998807907,6790.0005,6030.0005,1180.0001,860.00006,340.00003
28.80000001192093,7870.0005,7870.0005,1970.0001,1250.0001,440.00003
28.900000005960464,7030.0005,6960.0005,1640.0001,1140.0001,330.00003
29.0,7860.0005,7860.0005,1660.0001,1190.0001,410.00003
29.099999994039536,7400.0005,7480.0005,1670.0001,1090.0001,340.00003
29.19999998807907,6030.0005,6340.0005,1680.0001,1090.0001,320.00003
29.30000001192093,6420.0005,6990.0005,1500.0001,960.00006,340.00003
29.400000005960464,7280.0005,6810.0005,1550.0001,1100.0001,370.00003
29.5,8730.001,10140.001,2230.0002,1470.0001,430.00003
29.599999994039536,7190.0005,7650.0005,2040.0001,1200.0001,360.00003
29.69999998807907,6600.0005,5970.0005,1330.0001,880.00006,330.00003
29.80000001192093,7010.0005,7280.0005,1770.0001,1170.0001,410.00003
29.900000005960464,6720.0005,6950.0005,1460.0001,1060.0001,380.00003
30.0,5520.0005,5900.0005,1300.0001,890.00006,310.00003
30.099999994039536,5780.0005,5830.0005,1210.0001,810.00006,240.00002
30.19999998807907,6190.0005,6020.0005,1550.0001,960.00006,380.00003
30.30000001192093,5550.0005,5450.0005,1220.0001,950.00006,420.00003
30.400000005960464,5170.0005,5420.0005,1220.0001,980.00006,370.00003
30.5,5120.0005,4970.0005,1170.0001,800.00006,270.00003
30.599999994039536,4450.0005,4560.0005,1050.0001,680.00006,310.00003
30.69999998807907,4140.0005,4220.0005,1040.0001,600.00006,200.00002
30.80000001192093,5140.0005,5950.0005,1170.0001,670.00006,170.00002
30.900000005960464,5720.0005,6260.0005,1320.0001,880.00006,250.00002
31.0,5800.0005,6160.0005,1580.0001,970.00006,390.00003
31.099999994039536,5020.0005,5760.0005,970.00006,780.00006,200.00002
31.19999998807907,6060.0005,6170.0005,1600.0001,740.00006,500.00003
31.30000001192093,5920.0005,5650.0005,1290.0001,790.00006,300.00003
31.400000005960464,5110.0005,5140.0005,770.00006,650.00006,210.00002
31.5,7030.0005,6530.0005,1770.0001,950.00006,230.00002
31.599999994039536,8390.001,8410.001,2260.0002,1140.0001,400.00003
31.69999998807907,6830.0005,6880.0005,1460.0001,880.00006,200.00002
31.80000001192093,7490.0005,8600.001,2010.0001,1310.0001,470.00003
31.900000005960464,8830.001,10190.001,2290.0002,1290.0001,520.00006
