TIME,lc1,lc2,lc3,lc4,lc5
98.8,7650.0005,8360.001,2210.0002,1190.0001,370.00003
98.9,9910.001,10450.001,2190.0002,2010.0001,590.00006
99.0,7680.0005,7920.0005,1510.0001,1350.0001,460.00003
99.1,7190.0005,7080.0005,1760.0001,1230.0001,410.00003
99.2,6980.0005,7460.0005,1750.0001,1100.0001,380.00003
99.3,7120.0005,6730.0005,1570.0001,960.00006,380.00003
99.4,7320.0005,7500.0005,2070.0002,1070.0001,360.00003
99.5,6950.0005,6610.0005,1560.0001,1040.0001,370.00003
99.6,9130.001,10600.001,2410.0002,1920.0001,590.00006
99.7,6760.0005,7170.0005,1640.0001,1030.0001,350.00003
99.8,5590.0005,5080.0005,1180.0001,820.00006,190.00002
99.9,6920.0005,7140.0005,1820.0001,1120.0001,410.00003
100.0,6250.0005,6380.0005,1550.0001,930.00006,310.00003
100.1,6570.0005,5380.0005,1300.0001,780.00006,220.00002
100.2,6720.0005,7300.0005,1790.0001,1120.0001,530.00006
100.3,8340.001,9050.001,1970.0001,1330.0001,490.00003
100.4,8670.001,9000.001,2140.0002,1430.0001,600.00006
100.5,8470.001,8170.0005,2140.0002,1180.0001,490.00003
100.6,7980.0005,7800.0005,1780.0001,1060.0001,460.00003
100.7,8820.001,9930.001,2190.0002,1430.0001,560.00006
100.8,8500.001,9110.001,2150.0002,1460.0001,370.00003
100.9,9290.001,10710.001,2250.0002,1650.0001,520.00006
101.0,9410.001,10570.001,2730.0002,1930.0001,600.00006
101.1,8280.001,8290.001,1980.0001,1370.0001,410.00003
101.2,7380.0005,8790.001,2200.0002,1330.0001,670.00006
101.3,6660.0005,6270.0005,1170.0001,1060.0001,220.00002
101.4,8000.0005,9390.001,2030.0001,1510.0001,420.00003
101.5,9480.001,9770.001,2220.0002,1810.0001,490.00003
101.6,10300.001,10640.001,2360.0002,1700.0001,430.00003
101.7,10240.001,11840.001,2610.0002,1660.0001,430.00003
101.8,8850.001,8480.001,2100.0002,1220.0001,420.00003
101.9,9130.001,9530.001,2130.0002,1560.0001,430.00003
102.0,8370.001,8300.001,2070.0002,1460.0001,440.00003
102.1,7980.0005,8600.001,2000.0001,1320.0001,510.00003
102.2,9280.001,9670.001,2340.0002,1540.0001,580.00006
102.3,8290.001,8500.001,1850.0001,1360.0001,500.00003
102.4,8430.001,8840.001,2510.0002,1590.0001,550.00006
102.5,7430.0005,7050.0005,2100.0002,1100.0001,610.00006
102.6,7030.0005,6720.0005,1370.0001,870.00006,400.00003
102.7,7150.0005,6480.0005,1580.0001,1150.0001,500.00003
102.8,7360.0005,7400.0005,1830.0001,1310.0001,400.00003
102.9,9150.001,9100.001,2150.0002,1520.0001,490.00003
103.0,8070.0005,9210.001,2250.0002,1490.0001,570.00006
103.1,8310.001,9180.001,1960.0001,1530.0001,390.00003
103.2,9500.001,9200.001,2040.0001,1280.0001,360.00003
103.3,8290.001,8240.001,2050.0002,1410.0001,390.00003
103.4,8350.001,7160.0005,1370.0001,870.00006,360.00003
103.5,6570.0005,5320.0005,1210.0001,740.00006,180.00002
103.6,6850.0005,6410.0005,1630.0001,860.00006,360.00003
103.7,6870.0005,6660.0005,1450.0001,1090.0001,330.00003
103.8,7900.0005,7700.0005,1540.0001,1090.0001,320.00003
103.9,8060.0005,7310.0005,1660.0001,1130.0001,390.00003
104.0,8660.001,7980.0005,1430.0001,1000.00006,380.00003
104.1,8340.001,8100.0005,1700.0001,1060.0001,310.00003
104.2,9490.001,9340.001,2040.0001,1420.0001,480.00003
104.3,9730.001,10590.001,2410.0002,1310.0001,280.00003
104.4,10220.001,10740.001,2300.0002,1530.0001,670.00006
104.5,9470.001,8700.001,1650.0001,1020.00006,540.00006
104.6,9470.001,7760.0005,1860.0001,1200.0001,400.00003
104.7,9360.001,8600.001,1950.0001,1360.0001,390.00003
104.8,10320.001,10270.001,2320.0002,1530.0001,580.00006
104.9,12890.001,14340.001,3280.0002,2390.0002,660.00006
105.0,9910.001,10570.001,2460.0002,1290.0001,490.00003
105.1,9650.001,10060.001,2210.0002,1600.0001,320.00003
105.2,10260.001,11380.001,2410.0002,1870.0001,630.00006
105.3,9540.001,9680.001,2310.0002,1440.0001,480.00003
105.4,9910.001,8880.001,1820.0001,1260.0001,430.00003
105.5,12570.001,14000.001,3060.0002,2000.0001,650.00006
105.6,12940.001,13410.001,2680.0002,1850.0001,760.00006
105.7,10160.001,10850.001,2560.0002,1650.0001,530.00006
105.8,8320.001,7630.0005,1570.0001,1110.0001,330.00003
105.9,8390.001,7600.0005,1680.0001,1370.0001,260.00003
106.0,10010.001,11000.001,2360.0002,1710.0001,560.00006
106.1,9020.001,10370.001,2390.0002,1550.0001,500.00003
106.2,8060.0005,8620.001,1900.0001,1380.0001,590.00006
106.3,9500.001,9080.001,2180.0002,1340.0001,500.00003
106.4,7920.0005,7790.0005,1600.0001,1090.0001,320.00003
106.5,9930.001,11000.001,2510.0002,1630.0001,400.00003
106.6,11910.001,12820.001,2660.0002,2160.0002,630.00006
106.7,10140.001,10430.001,2090.0002,1460.0001,420.00003
106.8,9970.001,9540.001,2130.0002,1450.0001,360.00003
106.9,8800.001,7640.0005,1600.0001,1190.0001,430.00003
107.0,12010.001,12640.001,2710.0002,1970.0001,580.00006
107.1,9870.001,10220.001,1920.0001,1170.0001,580.00006
107.2,9460.001,9630.001,2110.0002,1270.0001,570.00006
107.3,11040.001,11420.001,2590.0002,1700.0001,570.00006
107.4,12820.001,13520.001,3300.0002,2130.0002,700.00006
107.5,11040.001,12350.001,2700.0002,2050.0002,780.00006
107.6,11500.001,12380.001,2730.0002,1710.0001,540.00006
107.7,10530.001,10470.001,2610.0002,1630.0001,650.00006
107.8,9520.001,9760.001,2250.0002,1420.0001,570.00006
107.9,11460.001,12960.001,2850.0002,1930.0001,700.00006
108.0,10790.001,11340.001,2860.0002,2020.0001,570.00006
108.1,10460.001,10520.001,2520.0002,1730.0001,580.00006
108.2,8070.0005,8180.0005,1450.0001,1090.0001,340.00003
108.3,9020.001,9590.001,2270.0002,1550.0001,520.00006
108.4,8800.001,9430.001,1820.0001,1390.0001,420.00003
108.5,8890.001,10070.001,2360.0002,1570.0001,530.00006
108.6,9680.001,10430.001,2270.0002,1550.0001,390.00003
108.7,9230.001,9120.001,1980.0001,1420.0001,440.00003
108.8,13050.001,14750.001,3760.0002,2440.0002,890.00006
108.9,13930.001,13880.001,3140.0002,1970.0001,850.00006
109.0,13640.001,14190.001,3750.0002,2340.0002,800.00006
109.1,12200.001,12460.001,2810.0002,1990.0001,710.00006
109.2,13000.001,12630.001,2820.0002,1620.0001,560.00006
109.3,13370.001,14180.001,3360.0002,2270.0002,500.00003
109.4,12580.001,12420.001,2650.0002,1950.0001,560.00006
109.5,14270.001,15590.001,3510.0002,2360.0002,780.00006
109.6,16030.001,18730.002,4550.0005,3350.0002,1190.0001
109.7,13250.001,14060.001,3070.0002,2260.0002,610.00006
109.8,11940.001,12240.001,2800.0002,1940.0001,540.00006
109.9,12120.001,12570.001,2930.0002,1930.0001,690.00006
110.0,10780.001,10660.001,2410.0002,1840.0001,530.00006
110.1,11550.001,12410.001,2580.0002,1680.0001,500.00003
110.2,12660.001,13420.001,2840.0002,1820.0001,620.00006
110.3,13340.001,13880.001,3430.0002,2180.0002,760.00006
110.4,15400.001,17740.002,4230.0005,2620.0002,930.00006
110.5,14570.001,15270.001,3410.0002,2260.0002,720.00006
110.6,13630.001,14360.001,3210.0002,2090.0002,770.00006
110.7,13590.001,16580.002,3580.0002,2040.0001,790.00006
110.8,14160.001,16380.001,4270.0005,2360.0002,890.00006
110.9,13300.001,14910.001,3310.0002,2380.0002,580.00006
111.0,12260.001,14300.001,3260.0002,2080.0002,800.00006
111.1,12410.001,14320.001,3310.0002,2220.0002,940.00006
111.2,12480.001,13910.001,3580.0002,2160.0002,770.00006
111.3,10850.001,9990.001,2110.0002,1790.0001,550.00006
111.4,9380.001,9150.001,1820.0001,1260.0001,370.00003
111.5,11490.001,13360.001,3040.0002,1860.0001,480.00003
111.6,12760.001,13470.001,3100.0002,2180.0002,800.00006
111.7,13980.001,17690.002,3950.0002,2760.0002,950.00006
111.8,14080.001,14500.001,3670.0002,2100.0002,700.00006
111.9,14040.001,14850.001,3600.0002,2340.0002,700.00006
112.0,12110.001,13090.001,2880.0002,2540.0002,840.00006
112.1,10060.001,9550.001,2280.0002,1490.0001,550.00006
112.2,9590.001,9710.001,2090.0002,1430.0001,540.00006
112.3,10380.001,11400.001,2400.0002,1470.0001,660.00006
112.4,10120.001,11390.001,2650.0002,1820.0001,540.00006
112.5,11320.001,13290.001,3060.0002,1910.0001,700.00006
112.6,10630.001,11180.001,2360.0002,1450.0001,510.00003
112.7,9230.001,9590.001,2220.0002,1450.0001,570.00006
112.8,10130.001,10350.001,2120.0002,1790.0001,620.00006
112.9,7810.0005,7650.0005,1920.0001,1350.0001,460.00003
113.0,6450.0005,6050.0005,1350.0001,910.00006,340.00003
113.1,6020.0005,6470.0005,1200.0001,790.00006,260.00003
113.2,5860.0005,5650.0005,1190.0001,870.00006,300.00003
113.3,5480.0005,5000.0005,1030.0001,800.00006,220.00002
113.4,5670.0005,5460.0005,1130.0001,880.00006,250.00002
113.5,6420.0005,6570.0005,1320.0001,910.00006,280.00003
113.6,6350.0005,5890.0005,1510.0001,860.00006,280.00003
113.7,4540.0005,4040.0002,740.00006,490.00003,220.00002
113.8,4730.0005,4730.0005,820.00006,650.00006,220.00002
113.9,8010.0005,8480.001,1990.0001,1180.0001,450.00003
114.0,7020.0005,6930.0005,1640.0001,1100.0001,430.00003
114.1,6840.0005,6040.0005,1390.0001,950.00006,310.00003
114.2,6320.0005,5470.0005,960.00006,680.00006,210.00002
114.3,4610.0005,3720.0002,870.00006,460.00003,240.00002
114.4,4560.0005,4180.0005,780.00006,520.00006,310.00003
114.5,5720.0005,4910.0005,1190.0001,940.00006,310.00003
114.6,4450.0005,3990.0002,740.00006,640.00006,150.00002
114.7,4970.0005,4660.0005,960.00006,630.00006,330.00003
114.8,4470.0005,4390.0005,980.00006,620.00006,240.00002
114.9,5220.0005,4580.0005,1160.0001,780.00006,210.00002
115.0,5800.0005,4810.0005,1100.0001,670.00006,220.00002
115.1,5100.0005,4700.0005,990.00006,580.00006,210.00002
115.2,5070.0005,3800.0002,980.00006,580.00006,220.00002
115.3,4920.0005,3970.0002,690.00006,620.00006,180.00002
115.4,5970.0005,4850.0005,1060.0001,800.00006,320.00003
115.5,5490.0005,4230.0005,1120.0001,610.00006,180.00002
115.6,4520.0005,3070.0002,640.00006,630.00006,120.00001
115.7,3790.0002,2740.0002,660.00006,410.00003,180.00002
115.8,3580.0002,3370.0002,810.00006,410.00003,220.00002
115.9,4180.0005,3470.0002,780.00006,510.00003,210.00002
116.0,4320.0005,3800.0002,740.00006,530.00006,140.00002
116.1,3920.0002,3320.0002,920.00006,500.00003,200.00002
116.2,4460.0005,2930.0002,530.00006,450.00003,100.00001
116.3,5640.0005,5590.0005,1120.0001,820.00006,190.00002
116.4,6830.0005,6120.0005,1460.0001,950.00006,220.00002
116.5,6880.0005,5570.0005,1160.0001,780.00006,170.00002
116.6,6370.0005,5030.0005,1020.00006,750.00006,240.00002
116.7,6120.0005,4990.0005,940.00006,580.00006,210.00002
116.8,8020.0005,6650.0005,1330.0001,870.00006,260.00003
116.9,5990.0005,5350.0005,810.00006,680.00006,240.00002
117.0,5990.0005,5930.0005,1090.0001,800.00006,280.00003
117.1,6530.0005,5640.0005,1250.0001,750.00006,200.00002
117.2,7280.0005,6520.0005,1220.0001,840.00006,240.00002
117.3,7850.0005,6710.0005,1540.0001,1170.0001,440.00003
117.4,5570.0005,4460.0005,830.00006,520.00006,170.00002
117.5,5820.0005,5030.0005,900.00006,470.00003,300.00003
117.6,6930.0005,6120.0005,1240.0001,730.00006,220.00002
117.7,6880.0005,6500.0005,1310.0001,880.00006,320.00003
117.8,6400.0005,5850.0005,1140.0001,950.00006,240.00002
117.9,6810.0005,5300.0005,1260.0001,750.00006,220.00002
118.0,7020.0005,6020.0005,1390.0001,900.00006,480.00003
118.1,6630.0005,6060.0005,1400.0001,800.00006,370.00003
118.2,6000.0005,4600.0005,1120.0001,670.00006,260.00003
118.3,4210.0005,3820.0002,800.00006,570.00006,240.00002
118.4,4740.0005,3730.0002,820.00006,470.00003,280.00003
118.5,4790.0005,3690.0002,850.00006,630.00006,170.00002
118.6,5450.0005,4670.0005,1170.0001,820.00006,270.00003
118.7,6150.0005,5580.0005,1180.0001,800.00006,320.00003
118.8,5830.0005,5140.0005,1050.0001,480.00003,210.00002
118.9,6450.0005,5590.0005,1180.0001,780.00006,210.00002
119.0,6230.0005,6230.0005,1440.0001,920.00006,320.00003
119.1,6490.0005,6650.0005,1500.0001,860.00006,330.00003
119.2,5560.0005,4260.0005,810.00006,560.00006,280.00003
119.3,5390.0005,4770.0005,1000.00006,840.00006,220.00002
119.4,6450.0005,6220.0005,1550.0001,860.00006,350.00003
119.5,7420.0005,7140.0005,1570.0001,990.00006,420.00003
119.6,8360.001,7670.0005,1670.0001,1140.0001,350.00003
119.7,6730.0005,6480.0005,1370.0001,1010.00006,530.00006
119.8,5330.0005,4490.0005,950.00006,560.00006,250.00002
119.9,5700.0005,4770.0005,990.00006,590.00006,190.00002
120.0,5650.0005,4630.0005,1020.00006,640.00006,270.00003
120.1,5300.0005,3910.0002,700.00006,530.00006,100.00001
120.2,5790.0005,4570.0005,920.00006,660.00006,190.00002
120.3,6020.0005,5000.0005,1320.0001,610.00006,270.00003
120.4,6540.0005,5520.0005,990.00006,800.00006,290.00003
120.5,7510.0005,6310.0005,1240.0001,720.00006,330.00003
120.6,7710.0005,6620.0005,1390.0001,740.00006,220.00002
120.7,7200.0005,6780.0005,1250.0001,870.00006,300.00003
120.8,7560.0005,6830.0005,1330.0001,800.00006,260.00003
120.9,7580.0005,6520.0005,1210.0001,850.00006,400.00003
121.0,6260.0005,4890.0005,870.00006,550.00006,310.00003
121.1,5850.0005,4210.0005,810.00006,540.00006,180.00002
121.2,6700.0005,5550.0005,1310.0001,780.00006,230.00002
121.3,7470.0005,6160.0005,1340.0001,840.00006,290.00003
121.4,7010.0005,5960.0005,1250.0001,660.00006,210.00002
121.5,7430.0005,6510.0005,1220.0001,800.00006,430.00003
121.6,7500.0005,6420.0005,1190.0001,880.00006,290.00003
121.7,7030.0005,5270.0005,1100.0001,540.00006,190.00002
121.8,6130.0005,4880.0005,980.00006,520.00006,180.00002
121.9,6660.0005,5850.0005,1200.0001,700.00006,160.00002
122.0,7040.0005,5930.0005,1050.0001,770.00006,210.00002
122.1,6210.0005,5410.0005,1060.0001,670.00006,260.00003
122.2,6550.0005,4940.0005,1000.00006,620.00006,200.00002
122.3,6820.0005,4750.0005,660.00006,650.00006,130.00002
122.4,6120.0005,4620.0005,880.00006,490.00003,230.00002
122.5,7090.0005,5800.0005,1170.0001,790.00006,330.00003
122.6,7530.0005,5740.0005,1340.0001,760.00006,340.00003
122.7,7280.0005,5060.0005,870.00006,610.00006,250.00002
122.8,8670.001,8200.001,1330.0001,800.00006,320.00003
122.9,9900.001,7650.0005,1750.0001,1140.0001,270.00003
123.0,7020.0005,5130.0005,1070.0001,920.00006,200.00002
123.1,6670.0005,4360.0005,900.00006,660.00006,140.00002
123.2,5930.0005,4390.0005,1050.0001,620.00006,220.00002
123.3,7380.0005,6210.0005,1560.0001,930.00006,270.00003
123.4,8290.001,7160.0005,1440.0001,770.00006,270.00003
123.5,8790.001,7630.0005,1520.0001,850.00006,240.00002
123.6,9140.001,8570.001,1700.0001,1160.0001,330.00003
123.7,9780.001,9240.001,1840.0001,1320.0001,520.00006
123.8,9110.001,6440.0005,1240.0001,940.00006,210.00002
123.9,8120.0005,6080.0005,1170.0001,630.00006,320.00003
124.0,7650.0005,5720.0005,1160.0001,670.00006,230.00002
124.1,7430.0005,6250.0005,1170.0001,850.00006,310.00003
124.2,7770.0005,6810.0005,1450.0001,960.00006,370.00003
124.3,9570.001,7890.0005,1610.0001,980.00006,390.00003
124.4,8530.001,6880.0005,1170.0001,800.00006,250.00002
124.5,8830.001,6840.0005,1370.0001,890.00006,290.00003
124.6,9940.001,9180.001,1680.0001,1160.0001,270.00003
124.7,10160.001,9300.001,1800.0001,1470.0001,420.00003
124.8,8200.001,6680.0005,1270.0001,720.00006,230.00002
124.9,8160.0005,6870.0005,1320.0001,880.00006,230.00002
125.0,8920.001,7340.0005,1230.0001,850.00006,350.00003
125.1,9280.001,6990.0005,1420.0001,960.00006,360.00003
125.2,8080.0005,6890.0005,1400.0001,930.00006,320.00003
125.3,7730.0005,5850.0005,1080.0001,700.00006,210.00002
125.4,7400.0005,5820.0005,1160.0001,700.00006,230.00002
125.5,7160.0005,5580.0005,910.00006,630.00006,270.00003
125.6,7710.0005,5900.0005,1100.0001,710.00006,240.00002
125.7,8950.001,7610.0005,1390.0001,880.00006,320.00003
125.8,7570.0005,6540.0005,1340.0001,730.00006,190.00002
125.9,8370.001,6780.0005,1380.0001,770.00006,310.00003
126.0,9380.001,7610.0005,1860.0001,900.00006,390.00003
126.1,10060.001,9540.001,1700.0001,1140.0001,530.00006
126.2,9350.001,7060.0005,1200.0001,900.00006,360.00003
126.3,8620.001,6520.0005,1520.0001,1010.00006,280.00003
126.4,9000.001,7040.0005,1260.0001,670.00006,230.00002
126.5,9270.001,8080.0005,1550.0001,830.00006,340.00003
126.6,9060.001,7430.0005,1350.0001,890.00006,290.00003
126.7,7260.0005,6320.0005,1320.0001,820.00006,240.00002
126.8,8250.001,6820.0005,1280.0001,860.00006,270.00003
126.9,9130.001,8060.0005,1520.0001,1140.0001,380.00003
127.0,9430.001,8170.0005,1780.0001,1280.0001,370.00003
127.1,8210.001,7100.0005,1540.0001,920.00006,360.00003
127.2,7570.0005,6190.0005,1050.0001,840.00006,290.00003
127.3,7330.0005,5920.0005,1220.0001,920.00006,300.00003
127.4,7760.0005,6110.0005,1310.0001,770.00006,430.00003
127.5,6730.0005,5000.0005,990.00006,680.00006,400.00003
127.6,7450.0005,5980.0005,1310.0001,940.00006,350.00003
127.7,7410.0005,6270.0005,1140.0001,610.00006,280.00003
127.8,8480.001,7450.0005,1380.0001,970.00006,320.00003
127.9,7670.0005,6630.0005,1370.0001,980.00006,390.00003
128.0,10240.001,8020.0005,1750.0001,1180.0001,380.00003
128.1,10060.001,7790.0005,1410.0001,1150.0001,300.00003
128.2,9250.001,8900.001,1910.0001,1320.0001,310.00003
128.3,9130.001,8500.001,1850.0001,1170.0001,410.00003
128.4,8460.001,6820.0005,1520.0001,970.00006,330.00003
128.5,7330.0005,5880.0005,1060.0001,760.00006,300.00003
128.6,7480.0005,6750.0005,1210.0001,800.00006,300.00003
128.7,8930.001,7830.0005,1730.0001,1120.0001,300.00003
128.8,10270.001,9330.001,1860.0001,1200.0001,460.00003
128.9,9910.001,8140.0005,1350.0001,1020.00006,390.00003
129.0,10470.001,8870.001,1810.0001,1020.00006,370.00003
129.1,10050.001,9010.001,1910.0001,1390.0001,530.00006
129.2,9180.001,7710.0005,1620.0001,1300.0001,510.00003
129.3,8190.0005,6410.0005,1210.0001,790.00006,180.00002
129.4,8880.001,7660.0005,1810.0001,1230.0001,390.00003
129.5,9630.001,8690.001,2170.0002,1230.0001,360.00003
129.6,8960.001,6790.0005,1640.0001,940.00006,270.00003
129.7,8360.001,7700.0005,1600.0001,1000.00006,380.00003
129.8,8990.001,8830.001,1900.0001,1380.0001,390.00003
129.9,8790.001,9240.001,1750.0001,990.00006,530.00006
130.0,8910.001,8280.001,1820.0001,1200.0001,460.00003
130.1,9640.001,8740.001,2060.0002,1330.0001,430.00003
130.2,9630.001,8700.001,1800.0001,1200.0001,400.00003
130.3,10800.001,10400.001,2420.0002,1710.0001,590.00006
130.4,11670.001,11870.001,2540.0002,1530.0001,610.00006
130.5,11210.001,10590.001,2700.0002,1740.0001,670.00006
130.6,10410.001,10600.001,2580.0002,1500.0001,520.00006
130.7,9810.001,9780.001,2190.0002,1490.0001,500.00003
130.8,8990.001,9660.001,2240.0002,1430.0001,500.00003
130.9,10320.001,11620.001,2790.0002,2180.0002,690.00006
131.0,10600.001,11250.001,2930.0002,1780.0001,750.00006
131.1,8940.001,9130.001,1970.0001,1370.0001,390.00003
131.2,9390.001,8960.001,2090.0002,1720.0001,580.00006
131.3,9430.001,9760.001,2040.0001,1480.0001,580.00006
131.4,9550.001,10150.001,2740.0002,1460.0001,530.00006
131.5,8860.001,9330.001,2160.0002,1300.0001,520.00006
131.6,7380.0005,7380.0005,1690.0001,1320.0001,400.00003
131.7,7920.0005,9320.001,2080.0002,1360.0001,570.00006
131.8,8690.001,8750.001,1820.0001,1400.0001,370.00003
131.9,7390.0005,6930.0005,1490.0001,1100.0001,410.00003
132.0,7240.0005,6770.0005,1540.0001,940.00006,380.00003
132.1,7890.0005,7760.0005,1690.0001,1340.0001,480.00003
132.2,7190.0005,6680.0005,1430.0001,940.00006,280.00003
132.3,8090.0005,7760.0005,1840.0001,1320.0001,330.00003
132.4,7090.0005,7210.0005,1420.0001,1030.0001,340.00003
132.5,8070.0005,9370.001,2210.0002,1470.0001,500.00003
132.6,8370.001,9280.001,1980.0001,1600.0001,450.00003
132.7,7380.0005,6640.0005,1470.0001,1140.0001,330.00003
132.8,5550.0005,4850.0005,1170.0001,800.00006,250.00002
132.9,6060.0005,5620.0005,1280.0001,830.00006,200.00002
133.0,7430.0005,7170.0005,1750.0001,1130.0001,390.00003
133.1,8020.0005,8570.001,1690.0001,1310.0001,410.00003
133.2,7710.0005,8090.0005,1800.0001,1210.0001,480.00003
133.3,7240.0005,6770.0005,1350.0001,1050.0001,350.00003
133.4,9560.001,10080.001,2150.0002,1260.0001,470.00003
133.5,9510.001,9580.001,2130.0002,1520.0001,400.00003
133.6,8380.001,9560.001,2310.0002,1390.0001,450.00003
133.7,7980.0005,7660.0005,1820.0001,1270.0001,400.00003
133.8,6450.0005,5620.0005,1160.0001,800.00006,310.00003
133.9,5870.0005,5100.0005,1040.0001,790.00006,240.00002
134.0,6580.0005,5850.0005,1160.0001,930.00006,320.00003
134.1,6550.0005,6250.0005,1310.0001,900.00006,390.00003
134.2,8070.0005,8030.0005,1660.0001,1350.0001,390.00003
134.3,7580.0005,7880.0005,1970.0001,1130.0001,420.00003
134.4,7190.0005,7890.0005,1870.0001,1080.0001,450.00003
134.5,6910.0005,6680.0005,1660.0001,990.00006,340.00003
134.6,7720.0005,8960.001,2260.0002,1400.0001,510.00003
134.7,7770.0005,8550.001,1860.0001,1160.0001,390.00003
134.8,6770.0005,7120.0005,1630.0001,1230.0001,320.00003
134.9,5320.0005,5100.0005,940.00006,810.00006,230.00002
135.0,5540.0005,4550.0005,830.00006,590.00006,290.00003
135.1,7050.0005,6460.0005,1420.0001,980.00006,310.00003
135.2,8120.0005,8480.001,1640.0001,1120.0001,430.00003
135.3,8090.0005,8180.0005,1780.0001,1060.0001,520.00006
135.4,8510.001,7380.0005,1770.0001,1070.0001,400.00003
135.5,6900.0005,6240.0005,1450.0001,860.00006,290.00003
135.6,6690.0005,5610.0005,1060.0001,720.00006,330.00003
135.7,8100.0005,7450.0005,1620.0001,1020.00006,310.00003
135.8,9590.001,9250.001,2150.0002,1380.0001,490.00003
135.9,9810.001,9980.001,2060.0002,1430.0001,510.00003
136.0,6570.0005,5840.0005,1420.0001,800.00006,340.00003
136.1,7820.0005,7050.0005,1710.0001,1070.0001,370.00003
136.2,8240.001,8840.001,1890.0001,1130.0001,360.00003
136.3,7850.0005,7010.0005,1580.0001,1120.0001,290.00003
136.4,11140.001,10790.001,2310.0002,1390.0001,470.00003
136.5,11000.001,10900.001,2320.0002,1670.0001,540.00006
136.6,12290.001,12220.001,3020.0002,1970.0001,670.00006
136.7,10360.001,9920.001,2500.0002,1450.0001,580.00006
136.8,8870.001,9560.001,1520.0001,1230.0001,380.00003
136.9,7290.0005,6530.0005,1150.0001,980.00006,330.00003
137.0,8360.001,9200.001,1860.0001,1210.0001,500.00003
137.1,9310.001,8660.001,1910.0001,1090.0001,440.00003
137.2,9060.001,8680.001,1930.0001,1290.0001,380.00003
137.3,9610.001,10060.001,1950.0001,1280.0001,320.00003
137.4,11550.001,11950.001,2730.0002,1870.0001,740.00006
137.5,10580.001,10890.001,2470.0002,1610.0001,540.00006
137.6,10470.001,10480.001,2250.0002,1520.0001,430.00003
137.7,12640.001,15570.001,3390.0002,2410.0002,740.00006
137.8,10980.001,11660.001,2990.0002,1920.0001,660.00006
137.9,7840.0005,7980.0005,1690.0001,1120.0001,330.00003
138.0,7270.0005,7540.0005,1850.0001,1430.0001,400.00003
138.1,7950.0005,7790.0005,1830.0001,1110.0001,480.00003
138.2,8970.001,8820.001,1850.0001,1010.00006,560.00006
138.3,10170.001,10830.001,2540.0002,1720.0001,680.00006
138.4,9580.001,9300.001,2450.0002,1520.0001,590.00006
138.5,7440.0005,8100.0005,1960.0001,1210.0001,370.00003
138.6,6160.0005,5760.0005,1130.0001,740.00006,410.00003
138.7,8350.001,9130.001,2310.0002,1960.0001,500.00003
138.8,7910.0005,8660.001,2190.0002,1510.0001,570.00006
138.9,6270.0005,6460.0005,1540.0001,930.00006,440.00003
139.0,5770.0005,5550.0005,1390.0001,880.00006,320.00003
139.1,6240.0005,5760.0005,1240.0001,910.00006,230.00002
139.2,7090.0005,6500.0005,1390.0001,940.00006,360.00003
139.3,8580.001,8210.001,1860.0001,1310.0001,550.00006
139.4,8790.001,9290.001,2140.0002,1580.0001,540.00006
139.5,10030.001,10820.001,2440.0002,1580.0001,470.00003
139.6,7640.0005,7430.0005,1740.0001,1150.0001,450.00003
139.7,6150.0005,5690.0005,1200.0001,670.00006,240.00002
139.8,5600.0005,4940.0005,1000.00006,800.00006,230.00002
139.9,5990.0005,5290.0005,1290.0001,1040.0001,260.00003
140.0,6510.0005,5540.0005,1330.0001,860.00006,280.00003
140.1,7020.0005,6710.0005,1510.0001,1000.00006,330.00003
140.2,5720.0005,5510.0005,1210.0001,830.00006,250.00002
140.3,5580.0005,5550.0005,1110.0001,760.00006,230.00002
140.4,5520.0005,5000.0005,870.00006,610.00006,230.00002
140.5,5890.0005,5160.0005,1140.0001,580.00006,260.00003
140.6,6700.0005,5670.0005,1250.0001,830.00006,350.00003
140.7,6530.0005,5450.0005,1250.0001,870.00006,340.00003
140.8,6420.0005,5360.0005,970.00006,610.00006,270.00003
140.9,7480.0005,6560.0005,1260.0001,890.00006,270.00003
141.0,6920.0005,5610.0005,1190.0001,810.00006,330.00003
141.1,6220.0005,4980.0005,1230.0001,760.00006,270.00003
141.2,6020.0005,5140.0005,1180.0001,790.00006,280.00003
141.3,5950.0005,4970.0005,1110.0001,550.00006,330.00003
141.4,6970.0005,5150.0005,1060.0001,740.00006,310.00003
141.5,7100.0005,6580.0005,1500.0001,1030.0001,280.00003
141.6,7280.0005,6350.0005,1520.0001,950.00006,470.00003
141.7,7590.0005,6040.0005,1410.0001,870.00006,360.00003
141.8,7170.0005,5620.0005,1040.0001,750.00006,270.00003
141.9,6150.0005,5450.0005,1060.0001,680.00006,310.00003
142.0,6100.0005,5210.0005,1230.0001,680.00006,390.00003
142.1,5950.0005,4760.0005,1100.0001,660.00006,240.00002
142.2,5040.0005,3480.0002,850.00006,580.00006,210.00002
142.3,5840.0005,5140.0005,1090.0001,790.00006,200.00002
142.4,7560.0005,6570.0005,1150.0001,940.00006,400.00003
142.5,6460.0005,5340.0005,990.00006,740.00006,260.00003
142.6,5640.0005,5460.0005,940.00006,670.00006,230.00002
142.7,5650.0005,4730.0005,890.00006,540.00006,170.00002
142.8,5990.0005,4950.0005,940.00006,490.00003,220.00002
142.9,5120.0005,3820.0002,830.00006,480.00003,140.00002
