TIME,lc1,lc2,lc3,lc4,lc5
23639.9,6020.0005,5900.0005,1260.0001,760.00006,270.00003
23640.0,6160.0005,6000.0005,1230.0001,860.00006,330.00003
23640.1,5670.0005,5300.0005,1160.0001,780.00006,310.00003
23640.2,5070.0005,4440.0005,970.00006,850.00006,280.00003
23640.3,7210.0005,7980.0005,1640.0001,1130.0001,500.00003
23640.4,7200.0005,7310.0005,1520.0001,890.00006,400.00003
23640.5,5520.0005,5220.0005,1140.0001,870.00006,330.00003
23640.6,6830.0005,6720.0005,1740.0001,990.00006,500.00003
23640.7,5530.0005,5350.0005,1230.0001,800.00006,380.00003
23640.8,5810.0005,5980.0005,1590.0001,940.00006,310.00003
23640.9,4720.0005,4720.0005,800.00006,620.00006,250.00002
23641.0,5550.0005,5290.0005,1250.0001,670.00006,150.00002
23641.1,8230.001,8620.001,2140.0002,1170.0001,470.00003
23641.2,7750.0005,7190.0005,1530.0001,1000.00006,250.00002
23641.3,8320.001,9080.001,1770.0001,1200.0001,350.00003
23641.4,9050.001,8920.001,1920.0001,1190.0001,270.00003
23641.5,9450.001,11250.001,2360.0002,1590.0001,510.00003
23641.6,9370.001,10900.001,2630.0002,1400.0001,510.00003
23641.7,9040.001,8990.001,1820.0001,1270.0001,430.00003
23641.8,7760.0005,7510.0005,1780.0001,1090.0001,440.00003
23641.9,6580.0005,6150.0005,1290.0001,860.00006,260.00003
23642.0,7890.0005,7540.0005,1510.0001,1050.0001,300.00003
23642.1,8860.001,8590.001,2080.0002,1200.0001,490.00003
23642.2,8190.0005,8770.001,1820.0001,1180.0001,420.00003
23642.3,8640.001,8610.001,1890.0001,1320.0001,490.00003
23642.4,8440.001,7730.0005,1640.0001,1230.0001,420.00003
23642.5,8670.001,8600.001,1870.0001,1160.0001,370.00003
23642.6,7340.0005,7160.0005,1610.0001,820.00006,240.00002
23642.7,6810.0005,7530.0005,1340.0001,890.00006,210.00002
23642.8,7690.0005,8050.0005,1500.0001,1080.0001,420.00003
23642.9,8670.001,8210.001,1920.0001,1050.0001,420.00003
23643.0,7910.0005,7320.0005,1520.0001,980.00006,370.00003
23643.1,9120.001,7510.0005,1690.0001,1080.0001,330.00003
23643.2,8350.001,7570.0005,1370.0001,860.00006,240.00002
23643.3,9200.001,9140.001,1960.0001,1320.0001,350.00003
23643.4,9810.001,8930.001,1650.0001,1300.0001,410.00003
23643.5,11450.001,12670.001,2450.0002,1620.0001,590.00006
23643.6,12140.001,13130.001,2770.0002,1760.0001,500.00003
23643.7,11570.001,10890.001,2680.0002,1620.0001,490.00003
23643.8,10970.001,11560.001,2830.0002,1630.0001,650.00006
23643.9,10310.001,10480.001,1940.0001,1270.0001,490.00003
23644.0,10620.001,11920.001,2530.0002,1910.0001,580.00006
23644.1,12370.001,13560.001,2680.0002,2010.0001,730.00006
23644.2,14160.001,15390.001,3450.0002,2270.0002,740.00006
23644.3,12640.001,12250.001,2740.0002,1780.0001,520.00006
23644.4,12160.001,13070.001,2910.0002,1770.0001,760.00006
23644.5,9790.001,8510.001,1760.0001,1070.0001,310.00003
23644.6,13540.001,13300.001,2770.0002,1900.0001,700.00006
23644.7,14010.001,15340.001,3300.0002,2040.0001,540.00006
23644.8,12410.001,12960.001,2900.0002,1680.0001,490.00003
23644.9,10540.001,10060.001,1990.0001,1320.0001,340.00003
23645.0,9960.001,8240.001,1890.0001,1340.0001,470.00003
23645.1,12020.001,11470.001,2300.0002,1390.0001,510.00003
23645.2,10360.001,8500.001,1710.0001,1170.0001,410.00003
23645.3,11290.001,10810.001,2100.0002,1340.0001,510.00003
23645.4,11140.001,10810.001,2420.0002,1270.0001,560.00006
23645.5,12390.001,13300.001,2730.0002,1600.0001,650.00006
23645.6,11940.001,13350.001,3150.0002,1890.0001,720.00006
23645.7,11960.001,12670.001,2510.0002,1700.0001,690.00006
23645.8,12670.001,12590.001,2570.0002,1760.0001,560.00006
23645.9,11890.001,12220.001,2620.0002,1960.0001,600.00006
23646.0,11760.001,11460.001,2650.0002,1820.0001,630.00006
23646.1,11030.001,10490.001,2220.0002,1620.0001,450.00003
23646.2,12090.001,13440.001,2530.0002,1630.0001,730.00006
23646.3,11740.001,11780.001,2600.0002,1800.0001,490.00003
23646.4,10610.001,10900.001,2080.0002,1520.0001,550.00006
23646.5,10780.001,11460.001,2690.0002,1680.0001,480.00003
23646.6,10250.001,10050.001,1670.0001,1400.0001,390.00003
23646.7,12250.001,12950.001,2910.0002,1570.0001,580.00006
23646.8,10540.001,9530.001,2250.0002,1270.0001,360.00003
23646.9,10090.001,9340.001,2060.0002,1290.0001,430.00003
23647.0,11740.001,11420.001,2680.0002,1630.0001,510.00003
23647.1,11870.001,12990.001,2750.0002,1910.0001,550.00006
23647.2,11810.001,12010.001,2750.0002,1680.0001,660.00006
23647.3,9710.001,8210.001,1830.0001,1070.0001,350.00003
23647.4,8730.001,8220.001,1580.0001,1220.0001,350.00003
23647.5,9960.001,10190.001,2240.0002,1340.0001,410.00003
23647.6,8680.001,8480.001,1730.0001,1260.0001,440.00003
23647.7,8650.001,8560.001,1840.0001,1320.0001,530.00006
23647.8,10640.001,10160.001,2350.0002,1510.0001,460.00003
23647.9,12030.001,12210.001,2480.0002,1620.0001,580.00006
23648.0,13370.001,15820.001,3400.0002,2320.0002,800.00006
23648.1,11010.001,11530.001,2090.0002,1550.0001,700.00006
23648.2,11370.001,11620.001,2490.0002,1750.0001,560.00006
23648.3,10150.001,9270.001,1950.0001,1460.0001,570.00006
23648.4,9550.001,7930.0005,1720.0001,1330.0001,410.00003
23648.5,9450.001,7740.0005,1900.0001,1140.0001,480.00003
23648.6,7820.0005,7590.0005,1550.0001,830.00006,430.00003
23648.7,11410.001,11250.001,2410.0002,1490.0001,520.00006
23648.8,12850.001,13380.001,3080.0002,2190.0002,650.00006
23648.9,10610.001,12220.001,2600.0002,1840.0001,540.00006
23649.0,13310.001,14130.001,3060.0002,2380.0002,610.00006
23649.1,14180.001,15020.001,3200.0002,2300.0002,850.00006
23649.2,12870.001,12610.001,2920.0002,1900.0001,630.00006
23649.3,13980.001,15540.001,3550.0002,2290.0002,810.00006
23649.4,11140.001,11620.001,2580.0002,1660.0001,700.00006
23649.5,11270.001,11290.001,2130.0002,1430.0001,480.00003
23649.6,11360.001,10850.001,2250.0002,1370.0001,450.00003
23649.7,15520.001,18660.002,4100.0005,2180.0002,840.00006
23649.8,14830.001,18720.002,4360.0005,2650.0002,1070.0001
23649.9,11470.001,11300.001,2300.0002,1310.0001,480.00003
23650.0,10300.001,8710.001,1530.0001,1140.0001,430.00003
23650.1,10050.001,9640.001,2130.0002,1300.0001,460.00003
23650.2,11610.001,11390.001,2760.0002,1760.0001,580.00006
23650.3,11260.001,11490.001,2750.0002,1630.0001,560.00006
23650.4,12250.001,13040.001,3260.0002,2080.0002,730.00006
23650.5,11850.001,11730.001,2670.0002,1620.0001,330.00003
23650.6,13790.001,15020.001,3210.0002,1900.0001,710.00006
23650.7,14610.001,17390.002,4140.0005,2360.0002,860.00006
23650.8,14400.001,16210.001,3260.0002,2530.0002,730.00006
23650.9,12480.001,14370.001,3170.0002,2230.0002,720.00006
23651.0,11880.001,12130.001,2880.0002,1800.0001,650.00006
23651.1,10970.001,11070.001,2440.0002,1660.0001,530.00006
23651.2,10700.001,11560.001,2460.0002,1550.0001,650.00006
23651.3,9180.001,8980.001,2030.0001,1460.0001,440.00003
23651.4,10270.001,11820.001,2580.0002,1590.0001,600.00006
23651.5,11920.001,13320.001,2760.0002,1850.0001,640.00006
23651.6,10090.001,9400.001,1950.0001,1330.0001,380.00003
23651.7,11380.001,13410.001,2870.0002,2040.0001,810.00006
23651.8,11120.001,11920.001,2540.0002,1720.0001,570.00006
23651.9,8240.001,7460.0005,1450.0001,970.00006,220.00002
23652.0,9480.001,9640.001,2060.0002,1190.0001,390.00003
23652.1,11140.001,10420.001,2290.0002,1300.0001,460.00003
23652.2,12320.001,12160.001,2500.0002,1660.0001,580.00006
23652.3,11050.001,12880.001,2610.0002,1700.0001,480.00003
23652.4,11260.001,13110.001,2870.0002,1710.0001,570.00006
23652.5,10860.001,12080.001,2630.0002,1550.0001,630.00006
23652.6,10260.001,11060.001,2690.0002,1580.0001,540.00006
23652.7,10240.001,10440.001,2540.0002,1620.0001,530.00006
23652.8,11110.001,12160.001,2670.0002,1680.0001,490.00003
23652.9,14320.001,14770.001,3400.0002,2130.0002,710.00006
23653.0,12180.001,12440.001,2750.0002,2140.0002,660.00006
23653.1,9120.001,9170.001,1990.0001,1140.0001,430.00003
23653.2,9930.001,11370.001,2640.0002,1590.0001,610.00006
23653.3,11840.001,12690.001,3350.0002,1910.0001,680.00006
23653.4,11070.001,12020.001,2740.0002,1860.0001,620.00006
23653.5,9430.001,9400.001,2410.0002,1310.0001,390.00003
23653.6,9700.001,9400.001,2090.0002,1660.0001,530.00006
23653.7,8840.001,9610.001,2030.0001,1610.0001,600.00006
23653.8,11640.001,12460.001,3010.0002,2050.0002,620.00006
23653.9,11350.001,12950.001,2840.0002,1960.0001,560.00006
23654.0,12420.001,14390.001,3160.0002,2560.0002,830.00006
23654.1,12670.001,13390.001,3480.0002,2520.0002,910.00006
23654.2,10940.001,13710.001,3630.0002,2490.0002,890.00006
23654.3,8850.001,9390.001,2300.0002,1590.0001,550.00006
23654.4,8390.001,8850.001,1920.0001,1270.0001,520.00006
23654.5,9560.001,10440.001,2590.0002,1800.0001,480.00003
23654.6,10750.001,11840.001,3220.0002,1870.0001,740.00006
23654.7,12250.001,14130.001,3260.0002,1850.0001,680.00006
23654.8,11120.001,12740.001,2640.0002,1980.0001,620.00006
23654.9,12990.001,14630.001,3830.0002,2840.0002,970.00006
23655.0,10470.001,11750.001,2660.0002,1950.0001,670.00006
23655.1,10550.001,10560.001,2390.0002,1690.0001,780.00006
23655.2,10000.001,9760.001,2250.0002,1400.0001,570.00006
23655.3,10620.001,9910.001,2180.0002,1540.0001,540.00006
23655.4,8980.001,8980.001,1780.0001,1230.0001,460.00003
23655.5,8920.001,7840.0005,1510.0001,1040.0001,470.00003
23655.6,9470.001,8890.001,1600.0001,1360.0001,500.00003
23655.7,11960.001,12960.001,3070.0002,2050.0002,580.00006
23655.8,11010.001,11590.001,2350.0002,1430.0001,430.00003
23655.9,11340.001,11180.001,2460.0002,1860.0001,550.00006
23656.0,11270.001,11730.001,3000.0002,1850.0001,630.00006
23656.1,12540.001,12140.001,2500.0002,2030.0001,630.00006
23656.2,12060.001,12020.001,2480.0002,1780.0001,560.00006
23656.3,13720.001,13630.001,3360.0002,2200.0002,700.00006
23656.4,12040.001,11990.001,2490.0002,1610.0001,660.00006
23656.5,11580.001,11450.001,2350.0002,1320.0001,400.00003
23656.6,11660.001,11790.001,2660.0002,1540.0001,530.00006
23656.7,13310.001,15240.001,3360.0002,2290.0002,680.00006
23656.8,11390.001,10710.001,2100.0002,1360.0001,520.00006
23656.9,10490.001,9570.001,2110.0002,1210.0001,440.00003
23657.0,12090.001,12030.001,2700.0002,1470.0001,510.00003
23657.1,12060.001,12320.001,2600.0002,1610.0001,550.00006
23657.2,11470.001,11870.001,2220.0002,1460.0001,510.00003
23657.3,12260.001,12360.001,2680.0002,1580.0001,700.00006
23657.4,13030.001,12520.001,2700.0002,1830.0001,610.00006
23657.5,12290.001,10450.001,1990.0001,1460.0001,590.00006
23657.6,12240.001,12460.001,2500.0002,1630.0001,490.00003
23657.7,12760.001,12800.001,2760.0002,1740.0001,630.00006
23657.8,11780.001,11220.001,2150.0002,1500.0001,480.00003
23657.9,11410.001,10340.001,2300.0002,1450.0001,370.00003
23658.0,11130.001,11500.001,2060.0002,1480.0001,400.00003
23658.1,9890.001,8350.001,1910.0001,1130.0001,510.00003
23658.2,9700.001,9080.001,1960.0001,1090.0001,380.00003
23658.3,11630.001,12180.001,2670.0002,1540.0001,570.00006
23658.4,11940.001,11360.001,2240.0002,1490.0001,540.00006
23658.5,11290.001,10170.001,2020.0001,1500.0001,480.00003
23658.6,8760.001,8290.001,1500.0001,1250.0001,370.00003
23658.7,10910.001,9860.001,2290.0002,1530.0001,590.00006
23658.8,12150.001,11880.001,2850.0002,1760.0001,610.00006
23658.9,11490.001,11170.001,2570.0002,1400.0001,620.00006
23659.0,10120.001,9440.001,2060.0002,1380.0001,520.00006
23659.1,8940.001,7910.0005,1580.0001,1180.0001,470.00003
23659.2,7050.0005,5690.0005,960.00006,800.00006,290.00003
23659.3,8390.001,7750.0005,1430.0001,1070.0001,390.00003
23659.4,7520.0005,6750.0005,1240.0001,950.00006,410.00003
23659.5,7100.0005,6470.0005,1390.0001,780.00006,330.00003
23659.6,7410.0005,6700.0005,1250.0001,790.00006,380.00003
23659.7,7520.0005,6310.0005,1510.0001,760.00006,340.00003
23659.8,8600.001,8110.0005,1530.0001,1070.0001,340.00003
23659.9,9520.001,8880.001,1730.0001,1040.0001,410.00003
23660.0,6990.0005,5380.0005,1040.0001,660.00006,230.00002
23660.1,5490.0005,4510.0005,850.00006,410.00003,200.00002
23660.2,5910.0005,3720.0002,650.00006,500.00003,220.00002
23660.3,8080.0005,6420.0005,1330.0001,780.00006,270.00003
23660.4,9110.001,8100.0005,1770.0001,1030.0001,350.00003
23660.5,8880.001,8410.001,1720.0001,1150.0001,450.00003
23660.6,8780.001,8720.001,1920.0001,1290.0001,430.00003
23660.7,9000.001,8310.001,1660.0001,1370.0001,420.00003
23660.8,6870.0005,5710.0005,1330.0001,820.00006,320.00003
23660.9,6480.0005,5280.0005,1110.0001,720.00006,260.00003
23661.0,5890.0005,5280.0005,1160.0001,750.00006,280.00003
23661.1,5160.0005,4400.0005,1010.00006,680.00006,200.00002
23661.2,6310.0005,5040.0005,1260.0001,740.00006,230.00002
23661.3,8360.001,7650.0005,1580.0001,1260.0001,410.00003
23661.4,8600.001,7430.0005,1850.0001,790.00006,420.00003
23661.5,8210.001,6560.0005,1300.0001,980.00006,250.00002
23661.6,9110.001,8970.001,1990.0001,1110.0001,510.00003
23661.7,8640.001,8660.001,1740.0001,1060.0001,330.00003
23661.8,7410.0005,6520.0005,1460.0001,970.00006,310.00003
23661.9,7390.0005,5810.0005,1070.0001,820.00006,220.00002
23662.0,6010.0005,5500.0005,1070.0001,610.00006,190.00002
23662.1,5780.0005,4640.0005,950.00006,820.00006,310.00003
23662.2,6150.0005,5180.0005,1060.0001,790.00006,290.00003
23662.3,6740.0005,5100.0005,1200.0001,820.00006,270.00003
23662.4,5530.0005,4390.0005,1100.0001,560.00006,260.00003
23662.5,5080.0005,4160.0005,980.00006,530.00006,100.00001
23662.6,5190.0005,4570.0005,920.00006,640.00006,260.00003
23662.7,5810.0005,4920.0005,1090.0001,620.00006,310.00003
23662.8,4810.0005,3850.0002,800.00006,560.00006,240.00002
23662.9,4090.0002,2880.0002,520.00006,340.00003,120.00001
23663.0,4400.0005,3610.0002,810.00006,560.00006,220.00002
23663.1,5910.0005,6110.0005,1580.0001,980.00006,300.00003
23663.2,5920.0005,5510.0005,1290.0001,770.00006,120.00001
23663.3,6120.0005,5650.0005,1380.0001,810.00006,240.00002
23663.4,7160.0005,6210.0005,1520.0001,890.00006,340.00003
23663.5,7260.0005,5780.0005,1250.0001,910.00006,260.00003
23663.6,6850.0005,6060.0005,1220.0001,730.00006,220.00002
23663.7,7300.0005,6350.0005,1470.0001,1060.0001,250.00002
23663.8,7550.0005,6940.0005,1600.0001,1160.0001,450.00003
23663.9,6590.0005,6210.0005,1310.0001,910.00006,220.00002
23664.0,7060.0005,6580.0005,1400.0001,1170.0001,350.00003
23664.1,6020.0005,4860.0005,860.00006,670.00006,250.00002
23664.2,5630.0005,4710.0005,1160.0001,630.00006,280.00003
23664.3,7170.0005,5050.0005,860.00006,720.00006,210.00002
23664.4,6590.0005,5790.0005,1250.0001,870.00006,320.00003
23664.5,6410.0005,5780.0005,1270.0001,740.00006,250.00002
23664.6,6090.0005,5420.0005,1370.0001,940.00006,330.00003
23664.7,7130.0005,7020.0005,1590.0001,920.00006,320.00003
23664.8,5690.0005,5130.0005,1030.0001,700.00006,140.00002
23664.9,5600.0005,4620.0005,930.00006,760.00006,270.00003
23665.0,5150.0005,4070.0002,850.00006,590.00006,210.00002
23665.1,4800.0005,4310.0005,770.00006,640.00006,210.00002
23665.2,5530.0005,4630.0005,960.00006,710.00006,160.00002
23665.3,6250.0005,5690.0005,1160.0001,940.00006,320.00003
23665.4,5400.0005,4750.0005,1000.00006,580.00006,210.00002
23665.5,5670.0005,5120.0005,1060.0001,630.00006,180.00002
23665.6,5070.0005,4800.0005,890.00006,720.00006,180.00002
23665.7,6400.0005,5670.0005,1360.0001,820.00006,350.00003
23665.8,6040.0005,5230.0005,1330.0001,770.00006,350.00003
23665.9,4420.0005,3840.0002,860.00006,610.00006,200.00002
23666.0,5250.0005,4360.0005,790.00006,630.00006,190.00002
23666.1,5680.0005,5100.0005,1270.0001,760.00006,290.00003
23666.2,6170.0005,5520.0005,1240.0001,780.00006,310.00003
23666.3,7320.0005,7030.0005,1690.0001,1220.0001,360.00003
23666.4,7660.0005,7190.0005,1680.0001,1110.0001,360.00003
23666.5,7870.0005,7590.0005,1620.0001,1250.0001,500.00003
23666.6,8370.001,8190.0005,2090.0002,1140.0001,480.00003
23666.7,5990.0005,5250.0005,1240.0001,810.00006,270.00003
23666.8,5550.0005,5080.0005,1100.0001,770.00006,310.00003
23666.9,5370.0005,4200.0005,880.00006,620.00006,160.00002
23667.0,5290.0005,4530.0005,970.00006,840.00006,230.00002
23667.1,5450.0005,5020.0005,1150.0001,770.00006,150.00002
23667.2,4650.0005,4130.0005,870.00006,510.00003,230.00002
23667.3,4310.0005,3480.0002,680.00006,370.00003,150.00002
23667.4,5070.0005,4770.0005,1210.0001,550.00006,290.00003
23667.5,4790.0005,3890.0002,950.00006,570.00006,240.00002
23667.6,5900.0005,5100.0005,1200.0001,830.00006,210.00002
23667.7,7260.0005,6750.0005,1370.0001,890.00006,280.00003
23667.8,6210.0005,5380.0005,1010.00006,710.00006,210.00002
23667.9,6630.0005,5850.0005,1190.0001,880.00006,210.00002
23668.0,6920.0005,6470.0005,1230.0001,890.00006,280.00003
23668.1,7980.0005,6920.0005,1430.0001,900.00006,280.00003
23668.2,8020.0005,7150.0005,1510.0001,980.00006,360.00003
23668.3,6590.0005,5640.0005,950.00006,790.00006,340.00003
23668.4,6580.0005,5790.0005,1310.0001,710.00006,320.00003
23668.5,6920.0005,5860.0005,1290.0001,630.00006,320.00003
23668.6,7420.0005,6640.0005,1250.0001,780.00006,350.00003
23668.7,8830.001,8330.001,1520.0001,1260.0001,380.00003
23668.8,8860.001,9540.001,1620.0001,1340.0001,420.00003
23668.9,9620.001,8910.001,1840.0001,1080.0001,450.00003
23669.0,9010.001,7860.0005,1460.0001,1170.0001,330.00003
23669.1,9070.001,7990.0005,1970.0001,1010.00006,400.00003
23669.2,11200.001,10720.001,2490.0002,1710.0001,630.00006
23669.3,11990.001,11660.001,2590.0002,1640.0001,590.00006
23669.4,11770.001,11640.001,2380.0002,1680.0001,660.00006
23669.5,11250.001,11670.001,2610.0002,1610.0001,730.00006
23669.6,11070.001,10370.001,2200.0002,1370.0001,410.00003
23669.7,9190.001,7810.0005,1330.0001,960.00006,330.00003
23669.8,8510.001,7410.0005,1660.0001,980.00006,340.00003
23669.9,8900.001,8260.001,1870.0001,1180.0001,410.00003
23670.0,8090.0005,5990.0005,1500.0001,780.00006,320.00003
23670.1,8650.001,7890.0005,1330.0001,990.00006,260.00003
23670.2,10850.001,10600.001,1920.0001,1300.0001,400.00003
23670.3,10060.001,8940.001,1790.0001,1180.0001,460.00003
23670.4,7800.0005,6130.0005,1150.0001,870.00006,360.00003
23670.5,7340.0005,5790.0005,1110.0001,690.00006,330.00003
23670.6,8240.001,7390.0005,1450.0001,960.00006,390.00003
23670.7,7340.0005,7250.0005,1570.0001,820.00006,340.00003
23670.8,7330.0005,5870.0005,1160.0001,930.00006,290.00003
23670.9,7180.0005,6030.0005,1190.0001,900.00006,350.00003
23671.0,8170.0005,6920.0005,1480.0001,1040.0001,250.00002
23671.1,9410.001,8630.001,1670.0001,1010.00006,340.00003
23671.2,11620.001,11660.001,2380.0002,1570.0001,590.00006
23671.3,10460.001,10150.001,2160.0002,1330.0001,490.00003
23671.4,9490.001,7720.0005,1710.0001,1140.0001,400.00003
23671.5,9760.001,8560.001,1830.0001,1390.0001,430.00003
23671.6,11940.001,13210.001,2910.0002,2120.0002,940.00006
23671.7,10790.001,10740.001,2210.0002,1500.0001,540.00006
23671.8,10450.001,8350.001,1630.0001,970.00006,420.00003
23671.9,11540.001,11030.001,2550.0002,1810.0001,690.00006
23672.0,9710.001,8070.0005,1460.0001,910.00006,470.00003
23672.1,8330.001,7410.0005,1450.0001,980.00006,260.00003
23672.2,10070.001,8790.001,2230.0002,1320.0001,450.00003
23672.3,8380.001,7300.0005,1850.0001,1130.0001,330.00003
23672.4,8820.001,9090.001,2140.0002,1510.0001,570.00006
23672.5,8360.001,8810.001,2080.0002,1320.0001,460.00003
23672.6,6990.0005,7030.0005,1520.0001,920.00006,290.00003
23672.7,6660.0005,6010.0005,1160.0001,750.00006,220.00002
23672.8,7320.0005,6800.0005,1620.0001,970.00006,330.00003
23672.9,8470.001,9140.001,2000.0001,1520.0001,410.00003
23673.0,8770.001,8510.001,2000.0001,1280.0001,560.00006
23673.1,7220.0005,6960.0005,1520.0001,990.00006,330.00003
23673.2,7300.0005,7000.0005,1600.0001,990.00006,420.00003
23673.3,6930.0005,6420.0005,1530.0001,960.00006,380.00003
23673.4,6430.0005,6190.0005,1270.0001,760.00006,250.00002
23673.5,7050.0005,6740.0005,1510.0001,980.00006,370.00003
23673.6,5870.0005,5400.0005,1130.0001,780.00006,190.00002
23673.7,6570.0005,7020.0005,1640.0001,1130.0001,450.00003
23673.8,7120.0005,7240.0005,1770.0001,1070.0001,410.00003
23673.9,6330.0005,5830.0005,1130.0001,710.00006,270.00003
23674.0,6960.0005,6780.0005,1490.0001,1070.0001,330.00003
23674.1,8230.001,7770.0005,1840.0001,1150.0001,380.00003
23674.2,8510.001,8250.001,1870.0001,1120.0001,330.00003
23674.3,10550.001,12200.001,2540.0002,1860.0001,580.00006
23674.4,8920.001,8730.001,1720.0001,1220.0001,390.00003
23674.5,8850.001,8860.001,2200.0002,1430.0001,440.00003
23674.6,7980.0005,7580.0005,1570.0001,1310.0001,360.00003
23674.7,6790.0005,7100.0005,1490.0001,1100.0001,350.00003
23674.8,5730.0005,5250.0005,1550.0001,1000.00006,330.00003
23674.9,5330.0005,4400.0005,1050.0001,780.00006,290.00003
23675.0,6090.0005,6030.0005,1490.0001,1010.00006,270.00003
23675.1,5360.0005,5580.0005,1300.0001,890.00006,240.00002
23675.2,4090.0002,4090.0002,910.00006,610.00006,310.00003
23675.3,3860.0002,3640.0002,1020.00006,530.00006,190.00002
23675.4,5290.0005,5820.0005,1380.0001,1030.0001,290.00003
23675.5,5730.0005,5700.0005,1320.0001,670.00006,320.00003
23675.6,5030.0005,5080.0005,1230.0001,910.00006,240.00002
23675.7,4200.0005,4010.0002,600.00006,470.00003,160.00002
23675.8,4340.0005,4050.0002,1010.00006,810.00006,210.00002
23675.9,4660.0005,4460.0005,1090.0001,530.00006,180.00002
23676.0,5040.0005,4850.0005,1170.0001,650.00006,280.00003
23676.1,6510.0005,6760.0005,1810.0001,1060.0001,380.00003
23676.2,5880.0005,6120.0005,1370.0001,950.00006,230.00002
23676.3,5800.0005,5860.0005,1700.0001,1090.0001,390.00003
23676.4,6240.0005,6390.0005,1750.0001,950.00006,380.00003
23676.5,6210.0005,6910.0005,1730.0001,1070.0001,410.00003
23676.6,5640.0005,6740.0005,1620.0001,1100.0001,250.00002
23676.7,4390.0005,4130.0005,900.00006,670.00006,300.00003
23676.8,2960.0002,3050.0002,790.00006,440.00003,180.00002
23676.9,4700.0005,5100.0005,1170.0001,840.00006,230.00002
23677.0,5490.0005,5990.0005,1360.0001,820.00006,360.00003
23677.1,5420.0005,6040.0005,1120.0001,800.00006,280.00003
23677.2,5940.0005,6340.0005,1290.0001,730.00006,370.00003
23677.3,5420.0005,6340.0005,1440.0001,910.00006,230.00002
23677.4,7110.0005,7030.0005,1590.0001,1200.0001,400.00003
23677.5,7400.0005,8090.0005,1560.0001,1190.0001,450.00003
23677.6,6890.0005,6700.0005,1470.0001,1020.00006,450.00003
23677.7,6780.0005,7040.0005,1540.0001,1060.0001,270.00003
23677.8,7340.0005,7130.0005,1510.0001,790.00006,260.00003
23677.9,9370.001,10000.001,2480.0002,1800.0001,690.00006
23678.0,8160.0005,9170.001,2220.0002,1350.0001,370.00003
23678.1,8550.001,10110.001,2430.0002,1550.0001,620.00006
23678.2,7870.0005,7850.0005,2050.0002,1130.0001,420.00003
23678.3,9130.001,10330.001,2700.0002,1680.0001,640.00006
23678.4,8040.0005,7880.0005,1930.0001,1190.0001,410.00003
23678.5,7430.0005,6750.0005,1570.0001,770.00006,320.00003
23678.6,7590.0005,8010.0005,1600.0001,1160.0001,330.00003
23678.7,8350.001,7970.0005,2190.0002,1260.0001,440.00003
23678.8,8230.001,7610.0005,1860.0001,1360.0001,430.00003
23678.9,7350.0005,6120.0005,1330.0001,790.00006,300.00003
23679.0,8850.001,8600.001,2200.0002,1510.0001,460.00003
23679.1,6770.0005,6630.0005,1460.0001,760.00006,270.00003
23679.2,7150.0005,7210.0005,1730.0001,1080.0001,330.00003
23679.3,7400.0005,7540.0005,1600.0001,790.00006,360.00003
23679.4,7650.0005,8010.0005,1650.0001,1000.00006,480.00003
23679.5,7640.0005,7940.0005,1700.0001,1410.0001,330.00003
23679.6,8390.001,6960.0005,1540.0001,1010.00006,380.00003
23679.7,8300.001,8510.001,1700.0001,1120.0001,480.00003
23679.8,7910.0005,8240.001,1530.0001,850.00006,320.00003
23679.9,7370.0005,6610.0005,1290.0001,1000.00006,310.00003
23680.0,7250.0005,6500.0005,1450.0001,1010.00006,370.00003
23680.1,7500.0005,5960.0005,1450.0001,870.00006,200.00002
23680.2,6890.0005,6600.0005,1240.0001,1020.00006,290.00003
23680.3,8260.001,8590.001,1840.0001,1370.0001,560.00006
23680.4,7270.0005,5960.0005,1120.0001,890.00006,270.00003
23680.5,6760.0005,5480.0005,980.00006,600.00006,270.00003
23680.6,8030.0005,6600.0005,1510.0001,990.00006,350.00003
23680.7,9400.001,9130.001,1940.0001,1270.0001,440.00003
23680.8,10260.001,9780.001,1880.0001,1470.0001,610.00006
23680.9,7910.0005,7130.0005,1420.0001,1070.0001,280.00003
23681.0,8060.0005,6830.0005,1330.0001,820.00006,260.00003
23681.1,6380.0005,5620.0005,1160.0001,600.00006,180.00002
23681.2,5670.0005,5380.0005,900.00006,790.00006,270.00003
23681.3,5890.0005,4440.0005,950.00006,920.00006,280.00003
23681.4,5560.0005,4430.0005,1160.0001,650.00006,240.00002
23681.5,5990.0005,5650.0005,1070.0001,840.00006,190.00002
23681.6,6190.0005,4810.0005,960.00006,720.00006,290.00003
23681.7,7290.0005,6030.0005,1420.0001,920.00006,240.00002
23681.8,6400.0005,4630.0005,910.00006,710.00006,130.00002
23681.9,7750.0005,7090.0005,1520.0001,1070.0001,300.00003
23682.0,6460.0005,4990.0005,1120.0001,520.00006,220.00002
23682.1,5790.0005,4530.0005,720.00006,560.00006,180.00002
23682.2,6530.0005,5280.0005,930.00006,770.00006,320.00003
23682.3,6920.0005,5120.0005,970.00006,680.00006,250.00002
23682.4,6570.0005,5250.0005,1300.0001,650.00006,140.00002
23682.5,6780.0005,5640.0005,920.00006,700.00006,240.00002
23682.6,7070.0005,5580.0005,1020.00006,820.00006,320.00003
23682.7,6930.0005,6380.0005,1150.0001,940.00006,320.00003
23682.8,9340.001,7800.0005,1710.0001,1160.0001,260.00003
