TIME,RATE,ERROR,FRACEXP
0.0,16970.002,411.94662,0.99999994
0.09999999403953552,18820.002,433.82025,0.99999994
0.20000000298023224,22650.002,475.92017,0.99999994
0.29999999701976776,22080.002,469.89365,0.99999994
0.4000000059604645,23250.002,482.18256,0.99999994
0.5,17590.002,419.40436,0.99999994
0.5999999940395355,17270.002,415.57193,0.99999994
0.7000000029802322,16560.002,406.93985,0.99999994
0.7999999970197678,20490.002,452.65884,0.99999994
0.9000000059604645,19460.002,441.13495,0.99999994
1.0,17860.002,422.61096,0.99999994
1.0999999940395355,19970.002,446.87808,0.99999994
1.2000000029802322,17660.002,420.23807,0.99999994
1.2999999970197678,17950.002,423.6744,0.99999994
1.4000000059604645,18890.002,434.6263,0.99999994
1.5,15840.001,397.995,0.99999994
1.5999999940395355,18030.002,424.6175,0.99999994
1.7000000029802322,22690.002,476.34024,0.99999994
1.7999999970197678,17780.002,421.6634,0.99999994
1.9000000059604645,19070.002,436.69214,0.99999994
2.0,19220.002,438.40625,0.99999994
2.0999999940395355,17900.002,423.08395,0.99999994
2.2000000029802322,17720.002,420.95132,0.99999994
2.2999999970197678,22370.002,472.9694,0.99999994
2.4000000059604645,17830.002,422.2559,0.99999994
2.5,18820.002,433.82025,0.99999994
2.5999999940395355,18130.002,425.7934,0.99999994
2.7000000029802322,15420.001,392.6831,0.99999994
2.7999999970197678,15720.001,396.4846,0.99999994
2.9000000059604645,16510.002,406.325,0.99999994
3.0,19510.002,441.70126,0.99999994
3.0999999940395355,22940.002,478.95724,0.99999994
3.2000000029802322,18500.002,430.1163,0.99999994
3.2999999970197678,18540.002,430.58105,0.99999994
3.4000000059604645,17540.002,418.80786,0.99999994
3.5,19360.002,440.00003,0.99999994
3.5999999940395355,23040.002,480.00003,0.99999994
3.7000000029802322,23930.002,489.18304,0.99999994
3.7999999970197678,19160.002,437.7214,0.99999994
3.9000000059604645,18300.002,427.78503,0.99999994
4.0,16640.002,407.9216,0.99999994
4.0999999940395355,21690.002,465.72528,0.99999994
4.200000002980232,24190.002,491.83334,0.99999994
4.299999997019768,26460.002,514.3929,0.99999994
4.4000000059604645,20030.002,447.5489,0.99999994
4.5,15330.001,391.5355,0.99999994
4.5999999940395355,17270.002,415.57193,0.99999994
4.700000002980232,16280.001,403.48483,0.99999994
4.799999997019768,15630.001,395.34796,0.99999994
4.9000000059604645,16730.002,409.02322,0.99999994
5.0,16160.001,401.99503,0.99999994
5.0999999940395355,19500.002,441.58807,0.99999994
5.200000002980232,19800.002,444.97195,0.99999994
5.299999997019768,16240.001,402.98883,0.99999994
5.4000000059604645,17580.002,419.28513,0.99999994
5.5,19940.002,446.5423,0.99999994
5.5999999940395355,19210.002,438.29214,0.99999994
5.700000002980232,18820.002,433.82025,0.99999994
5.799999997019768,15250.001,390.51248,0.99999994
5.9000000059604645,21640.002,465.18817,0.99999994
6.0,27910.002,528.2992,0.99999994
6.0999999940395355,26800.002,517.6872,0.99999994
6.200000002980232,18870.002,434.39615,0.99999994
6.299999997019768,12730.001,356.7913,0.99999994
6.4000000059604645,12000.001,346.4102,0.99999994
6.5,12450.001,352.84558,0.99999994
6.5999999940395355,13030.001,360.97095,0.99999994
6.700000002980232,14750.001,384.0573,0.99999994
6.799999997019768,20710.002,455.08243,0.99999994
6.9000000059604645,17760.002,421.42618,0.99999994
7.0,16210.001,402.61646,0.99999994
7.0999999940395355,14530.001,381.18237,0.99999994
7.200000002980232,11870.001,344.5287,0.99999994
7.299999997019768,15070.001,388.20102,0.99999994
7.4000000059604645,13670.001,369.72964,0.99999994
7.5,14270.001,377.75656,0.99999994
7.5999999940395355,21260.002,461.0857,0.99999994
7.700000002980232,17450.002,417.732,0.99999994
7.799999997019768,21700.002,465.8326,0.99999994
7.9000000059604645,16380.001,404.72217,0.99999994
8.0,16650.002,408.04416,0.99999994
8.099999994039536,16260.001,403.2369,0.99999994
8.200000002980232,18540.002,430.58105,0.99999994
8.299999997019768,20480.002,452.54837,0.99999994
8.400000005960464,19340.002,439.7727,0.99999994
8.5,18980.002,435.66043,0.99999994
8.599999994039536,16910.002,411.2177,0.99999994
8.700000002980232,12660.001,355.80896,0.99999994
8.799999997019768,17480.002,418.0909,0.99999994
8.900000005960464,17350.002,416.53336,0.99999994
9.0,16580.002,407.18552,0.99999994
9.099999994039536,16470.002,405.83252,0.99999994
9.200000002980232,14100.001,375.49966,0.99999994
9.299999997019768,15510.001,393.8274,0.99999994
9.400000005960464,17230.002,415.0904,0.99999994
9.5,16350.001,404.35138,0.99999994
9.599999994039536,17790.002,421.78195,0.99999994
9.700000002980232,18220.002,426.84894,0.99999994
9.799999997019768,15320.001,391.4077,0.99999994
9.900000005960464,17750.002,421.30753,0.99999994
10.0,14860.001,385.48676,0.99999994
10.099999994039536,12550.001,354.25983,0.99999994
10.200000002980232,11760.001,342.9286,0.99999994
10.299999997019768,8650.001,294.10886,0.99999994
10.400000005960464,10610.001,325.72995,0.99999994
10.5,13130.001,362.35342,0.99999994
10.599999994039536,14780.001,384.4477,0.99999994
10.700000002980232,13070.001,361.52457,0.99999994
10.799999997019768,9840.001,313.68777,0.99999994
10.900000005960464,13010.001,360.6938,0.99999994
11.0,11870.001,344.5287,0.99999994
11.099999994039536,13360.001,365.51337,0.99999994
11.200000002980232,15590.001,394.84177,0.99999994
11.299999997019768,14990.001,387.16925,0.99999994
11.400000005960464,16270.001,403.3609,0.99999994
11.5,16340.001,404.2277,0.99999994
11.599999994039536,16910.002,411.2177,0.99999994
11.700000002980232,20180.002,449.22156,0.99999994
11.799999997019768,19010.002,436.00464,0.99999994
11.900000005960464,13630.001,369.18832,0.99999994
12.0,14530.001,381.18237,0.99999994
12.099999994039536,14240.001,377.35925,0.99999994
12.200000002980232,15510.001,393.8274,0.99999994
12.299999997019768,19970.002,446.87808,0.99999994
12.400000005960464,17150.002,414.1256,0.99999994
12.5,15410.001,392.55576,0.99999994
12.599999994039536,16120.001,401.49722,0.99999994
12.700000002980232,22130.002,470.42535,0.99999994
12.799999997019768,20440.002,452.1062,0.99999994
12.900000005960464,13960.001,373.63086,0.99999994
13.0,17880.002,422.8475,0.99999994
13.099999994039536,17510.002,418.44955,0.99999994
13.200000002980232,15890.001,398.62265,0.99999994
13.299999997019768,14120.001,375.7659,0.99999994
13.400000005960464,12140.001,348.42505,0.99999994
13.5,11260.001,335.55927,0.99999994
13.599999994039536,10830.001,329.0897,0.99999994
13.700000002980232,11540.001,339.70578,0.99999994
13.799999997019768,12650.001,355.6684,0.99999994
13.900000005960464,16500.002,406.20197,0.99999994
14.0,15150.001,389.23004,0.99999994
14.099999994039536,17220.002,414.96988,0.99999994
14.200000002980232,13870.001,372.42453,0.99999994
14.299999997019768,13420.001,366.33322,0.99999994
14.400000005960464,12930.001,359.5831,0.99999994
14.5,12980.001,360.27768,0.99999994
14.599999994039536,15280.001,390.89645,0.99999994
14.700000002980232,14670.001,383.0144,0.99999994
14.799999997019768,14920.001,386.2642,0.99999994
14.900000005960464,15560.001,394.4617,0.99999994
15.0,13730.001,370.5402,0.99999994
15.099999994039536,12850.001,358.469,0.99999994
15.200000002980232,14690.001,383.2754,0.99999994
15.299999997019768,17260.002,415.45157,0.99999994
15.400000005960464,18530.002,430.46487,0.99999994
15.5,15910.001,398.87344,0.99999994
15.599999994039536,15490.001,393.5734,0.99999994
15.700000002980232,16290.001,403.60873,0.99999994
15.799999997019768,19270.002,438.97614,0.99999994
15.900000005960464,22440.002,473.7088,0.99999994
16.0,22140.002,470.53165,0.99999994
16.099999994039536,20670.002,454.64273,0.99999994
16.200000002980232,20810.002,456.1798,0.99999994
16.299999997019768,19080.002,436.80664,0.99999994
16.400000005960464,19890.002,445.9821,0.99999994
16.5,20560.002,453.4314,0.99999994
16.599999994039536,23900.002,488.87628,0.99999994
16.700000002980232,24150.002,491.42654,0.99999994
16.799999997019768,19520.002,441.81445,0.99999994
16.900000005960464,18250.002,427.20023,0.99999994
17.0,19190.002,438.06396,0.99999994
17.099999994039536,25030.002,500.29993,0.99999994
17.200000002980232,23310.002,482.80432,0.99999994
17.299999997019768,20460.002,452.32733,0.99999994
17.400000005960464,19200.002,438.1781,0.99999994
17.5,18640.002,431.74066,0.99999994
17.599999994039536,21130.002,459.67383,0.99999994
17.700000002980232,21530.002,464.00436,0.99999994
17.799999997019768,22680.002,476.23526,0.99999994
17.900000005960464,25100.002,500.99902,0.99999994
18.0,25830.002,508.23227,0.99999994
18.099999994039536,23450.002,484.25204,0.99999994
18.200000002980232,22560.002,474.9737,0.99999994
18.299999997019768,23580.002,485.59244,0.99999994
18.400000005960464,23150.002,481.1445,0.99999994
18.5,20980.002,458.0393,0.99999994
18.599999994039536,21600.002,464.75803,0.99999994
18.700000002980232,20220.002,449.6666,0.99999994
18.799999997019768,25550.002,505.47012,0.99999994
18.900000005960464,27880.002,528.0152,0.99999994
19.0,27930.002,528.48846,0.99999994
19.099999994039536,24600.002,495.98392,0.99999994
19.200000002980232,27590.002,525.2619,0.99999994
19.299999997019768,30680.002,553.8953,0.99999994
19.400000005960464,30040.002,548.0876,0.99999994
19.5,31100.002,557.67377,0.99999994
19.599999994039536,28750.002,536.1903,0.99999994
19.700000002980232,25460.002,504.57907,0.99999994
19.799999997019768,23240.002,482.07886,0.99999994
19.900000005960464,21400.002,462.60138,0.99999994
20.0,18520.002,430.34872,0.99999994
20.099999994039536,25180.002,501.79678,0.99999994
20.200000002980232,20010.002,447.32544,0.99999994
20.299999997019768,15650.001,395.60083,0.99999994
20.400000005960464,17890.002,422.96576,0.99999994
20.5,20940.002,457.60248,0.99999994
20.599999994039536,17190.002,414.60825,0.99999994
20.700000002980232,21160.002,460.00003,0.99999994
20.799999997019768,19050.002,436.46307,0.99999994
20.900000005960464,19450.002,441.02158,0.99999994
21.0,16520.002,406.44806,0.99999994
21.099999994039536,17850.002,422.4926,0.99999994
21.200000002980232,16180.001,402.2437,0.99999994
21.299999997019768,20590.002,453.7621,0.99999994
21.400000005960464,22840.002,477.91217,0.99999994
21.5,20800.002,456.0702,0.99999994
21.599999994039536,17870.002,422.72925,0.99999994
21.700000002980232,14900.001,386.0052,0.99999994
